rating,review
1 star: Bad,"<p class=""review-content__text"">
                I used rebtel app for one number and then I changed my number for which I have international calling so I uninstalled the app but after 2 months 10$ has been deducted. How can I get the refund? How to remove autopayment? I don't get any information regarding customer service.can someone help me?
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                I am heavy user of Rebtel and have been using them for about a year and they are faultless. The only problem is that after the brexit results with the pounds tumbling against the dollar their prices have gone up. It used to be 40p per minute but now 53p per minute. Still cheaper than the others, I think this is because they still rely on Etecsa on the other end.
            </p>"
1 star: Bad,"<p class=""review-content__text"">
                I was using Rebtel for almost a year to make calls to my parents in portugal through the Internet.  Last month my mobile provider charged me plus 63£ on my monthly bill for the calls made to portugal through the Rebtel app, on my monthly bill those calls appear like landline calls to London and etc, but I have screenshots on my phone saying those calls are created by Rebtel. I have my services suspended when I'm paying for the Rebtel subscription and my monthly bill on three. Three says it's not their mistake. I emailed Rebtel more than once asking for an explanation and until today no one bother to answer me. So for me it's the worse app ever! What you're doing it's not even legal!
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                I like rebtel to make calls to india.It has very good network connection and can make calls in simple process using there app.<br>But in some situations the app get blocks and and see some error messages popping up and you can't make any calls.This happens atleast once in a month.<br>Today i'm facing with the same issue but i don't know how to resolve that conflict.<br>Can you please take a look on such issues and fix them?
            </p>"
1 star: Bad,"<p class=""review-content__text"">
                Very bad service. I used the free trial and never could call UK as I wanted. I am in Mexico and the local number they gave me to get connected to The UK always said it was not available. Waste of time and money because they charged my card and refused to give me a refund.<br><br>Don't try this bad service.
            </p>"
4 stars: Great,"<p class=""review-content__text"">
                I have been using Rebtel for a number of years now. When they started their lines had a lot of problems. Now the service is.better and more reliable. <br>One thing that lets them down is the luck of Live Chat and/or customer service contact number. The email is good but some issues need more immediate attention. That delay in responding to customers can cause frastrution.
            </p>"
1 star: Bad,"<p class=""review-content__text"">
                I get charged for 3 months as auto pay when I never register for it.<br>I take international call for 10 dollars and it didn't work and then get charged 30.<br>I contact people by email and no answers in anytimes now after 3 months.<br>I do not know what to do and no number are available it is a shame.<br><br>Yoan
            </p>"
1 star: Bad,"<p class=""review-content__text"">
                Service used to be okay in the past.<br>I was using India unlimited(this is again deceptive,not only minutes are limited you can't even call more than 15-20 numbers  irrespective of total minutes)so use this plan if you call very few numbers but more frequently.<br><br>Recently they introduced a telephone prompt asking you to recharge.the prompt is convenient you press 1 and voila you think your plan is recharged but that's not what happens.The trick here is recharge goes to world credit and unlimited plan is not recharged,the difference is huge.with old unlimited plan for $10 you can make i think some 1200 minutes but now with world credit you can only make 480 minutes for the same amount.<br>Now I exchanged some 5 emails with support team which is very bad there is no number to call.they pretend they don't know the issue.clearly deceptive and attitude is not good.<br>I won't recommend this service anymore and there are other alternatives like GV,Ph India,
            </p>"
1 star: Bad,"<p class=""review-content__text"">
                I have sent so many emails but no solution yet ,ticket number,#1053727. <br>1) Rebtel  refunded by mistake and took back the amount. Still they want me pay again.<br>2) I have paid extra due to wrong automated voice asked me recharge to proceed the call. Even-then my service got stopped.<br><br>Rebtel holding my  $10 usd extra and still asking me to recharge for  $10 usd. Moreover Rebtel services are stopped. Effectively my $20 usd is waste.<br>Please refund my $20 usd,,I am vexed with Rebtel. Can not waste my time any more.
            </p>"
1 star: Bad,"<p class=""review-content__text"">
                I never enrolled in autopay and i am being charged every month through my credit card every. In november 2016, I was able to make only few calls and suddenly, it started saying ""please recharge to make calls"". No customer support to talk. When you try to contact thru emails, there would be dozens of emails to and fro, asking for all the details which they already know. But, the issue will not be resolved. Such a worst experience..
            </p>"
1 star: Bad,"<p class=""review-content__text"">
                I am a rebtel customer from past few months..  here is my feedback.<br>1. First of all there is no customer care service in case if you want to reach out !!<br>2. In the tag line they mention unlimited calling to India .. but if you start dailing more than 10 numbers in a month we get a message saying "" You have exceeded the numbers you can dail in for the month and dail only numbers you dailed so far""...  What is this ?? Better you say it is not unlimited calling..
            </p>"
1 star: Bad,"<p class=""review-content__text"">
                Biggest Frauds you will ever see in Market. Just visit their website and the first thing you want to see is there is no customer care or Toll Free number to reach them in case of issues.. They have an email option and you will see the most unprofessional, insensitive and careless handling of customer grevience via this mechanism....<br><br>Anish
            </p>"
1 star: Bad,"<p class=""review-content__text"">
                Dear Rebtel, you should not be sorry for me not liking your original caption that included the F-word. You should be sorry for yourselves for posting it. Obviously, you have not learned from it. Business 101: “Always portray a positive image to all your customers.” I am surprised your CEO accepts this type of message. Even your second attempt saying “Thanks for nothing…” is lame. If I may suggest, I would love to come down to your company and share my life experience with all of you. I believe that after hearing me you will be saying “Happy Thanksgiving, Everyone” next year. Hope you all had a nice Thanksgiving. Regards, Rafael
            </p>"
1 star: Bad,"<p class=""review-content__text"">
                They locked my account and stole my money
            </p>"
1 star: Bad,"<p class=""review-content__text"">
                I have used Rebtel for a long time and they updated to this stupid app that makes it impossible to resolve issues. I have unused credits on my line, made a call to Serbia and they blocked my app, I tried every means to reopen my app and it kept saying it will send a verification code to my phone, that never happened, then I got an email from the support team who started asking me why I called Serbia? Really? Who's f**king business is it with who I call? If it is a problem, why not go ahead and record the call or take some security measure, I have always used this service to make international calls so what has a business call to Serbia got to do with blocking my account and holding my call credit? Sorry they just lost one and I will forever give them bad reviews on multiple platforms to make them loose more people because any company that don't respect or regard their customers don't deserve to be in business.
            </p>"
1 star: Bad,"<p class=""review-content__text"">
                Honestly I never had such a haunting experience with any service provider. I was told about Rebtel by my friend and I googled Rebtel Website. The welcome page says Unlimited Calls to India and Try One week free. I created an account on Nov 8th 2:25 PM hence I was eligible under free trial until Nov 15th. I decided to continue hence a payment of $10 was deducted from my card on 15th November. I made numerous calls from November 8th till yesterday to India but got a shock of my life when T-Mobile Service Provider sent me a hefty bill for all those calls. They told all those calls were made using their Network Towers. I emailed Rebtel Immediately since deliberately there is no customer care number given to call. Another shock I got when a customer care Representative told me that my free trial was expired on same day of activation i.e November 8th and it is reactivated on Nov 15 so now you can make calls. I told about my whole experience and the way he replied was very insensitive and unprofessional. If such is the start experience how can I trust you guys further if me or any of my known person want to use your services?<br><br>Anish Purushothaman
            </p>"
4 stars: Great,"<p class=""review-content__text"">
                I can't make conference call which I used to make it in keep calling
            </p>"
1 star: Bad,"<p class=""review-content__text"">
                My first 600 minutes were supposed to be free!. Now I've been charged $45 in a course of three months for what???. Please uninstall this app, you are better off with google voice/whatsapp...or anything!!. URGH!! I'm soooo mad!!!!!
            </p>"
1 star: Bad,"<p class=""review-content__text"">
                This is the most useless call app.i loaded Rebtel on my new phone number and was told I have 7 days free trial after which I will be charged so I decided to do $15/month subscription which I didn't finish using and they cancelled it saying my free trial has expired.eventhe free $5 they were supposed to give the person I used her link to download the Rebtel to My phone she didn't get it.rebtel I need this issue resolved or I will go public to tell people how fraudulent you guys are.this is really not fair<br>And they know how fraudulent they are that why they refused putting a phone number to be reached
            </p>"
2 stars: Poor,"<p class=""review-content__text"">
                Hi Everyone  .i am from paris . i am sharing my experience using rebtel .i am using rebtel for about more than 6 months. i used to call india under the scheme unlimited ,charged 10 Euro by rebtel valid for 30 days . <br><br>But what i found is , i could not  able to make call more than 8 TO 10 unique numbers .That means ! the numbers you are accesing are limited . if you try accessing more than this a voice message will inform you that ¨you have crossed the limitation of unique numbers¨ . so it is clear that you cannot call more random numbers in an unlimited scheme but you can call unlimited to your limited numbers means numbers you used to talk frequently. And Rebtel did not mention this properly  when they advertising as ¨Hijacking real phone lines to liberate international calling¨ or ¨cheap as hell ¨ in their website .And their is no even any official customer contact or support for Rebtel. If you had to face any Real time  issues . You need to mail them about it  . i wonder why ? but may rebtel  still using 1 gen computers .<br>Rebtel is just a shiityy cheat as hell like other cheap vendors like ringo !! instead of using this i just now shifted to lebara cards which they provide a separate sim , providing 5000 min under 5 euro .And freely accessible to unique numbers and also has a unlimited date validity .
            </p>"
1 star: Bad,"<p class=""review-content__text"">
                Jus installed rebtel app. Both incoming and outgoing call to other friend on rebtel app is charged for me. But it says free calling to rebtel friends anywhere. Bad experience. Wont use it again. Pls refund my money.
            </p>"
2 stars: Poor,"<p class=""review-content__text"">
                1) I never selected auto-recharge option, then why the hell the rebtel does auto recharge and doesn't ask before doing it.<br>2) Difficult to find Disable auto-recharge option. <br><br>Please google for better options.
            </p>"
1 star: Bad,"<p class=""review-content__text"">
                After so many years and thousands of dollars spend in this company, I have come to realize they make themselves rich by stealing from customers. I notice yesterday when my 62 minutes were set to expire at 5pm but when I try to use them out before it expire at 11am the customer service had zero out my mind it's before it expire and when I complained about it they did nothing but tell me that my minutes were scheduled to  expire which I knew and that is the reason I wanted to use them. Anyone using rebtel be careful of this thieves. I can imagine how many times they have stolen from me without know or other customers. I have spend thousands of dollars in this company.                                                     Concern customer, MINNEAPOLIS
            </p>"
1 star: Bad,"<p class=""review-content__text"">
                They steal your minutes, so please be aware. They round up the minutes, so if you only talk 5 sec they round it up to the minute; therefore, the 60 minutes they advertise when a new account is open, FALSE!!!, you will talk less than that. Also, if you call and no one answers, they will take up minutes for that. Overall, bad experience. BE AWARE!!!!<br>HABLAR LIBREMENTE: MALO, MALO, MALO!!!!!
            </p>"
1 star: Bad,"<p class=""review-content__text"">
                I had cancelled the free trail one day before the 7th day, still got charged in bank account. When contacted customer care said auto charge was enabled and the technical team would look at the concerns. However never heard back from them?<br>The chat support can't help. I am not sure how to resolve my issue.<br><br>===<br><br>That's not true it was cancelled on 21st Oct. and what about the money that was debited from by bank account?? Please ensure that is returned. Thanks !1
            </p>"
2 stars: Poor,"<p class=""review-content__text"">
                I've used Rebtel for many years and was always happy with their service but for the last few months EVERY call I make is dropped (I see other reviewers are complaining about this happening too) and a recording states ""if you want to call your friend back …"".  Based on the current service I'd only given them one star but because it was a great company in the past I've upped it to two stars however if this problem continues then I guess it's time to find a new provider.
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                Good service
            </p>"
2 stars: Poor,"<p class=""review-content__text"">
                I have emailed your support twice now and no reply !!! I use your service to fone my sister (00441624851644) who is seriously ill with cancer but now rebtel says it is connecting but then disconnects !! What is going on please ?
            </p>"
2 stars: Poor,"<p class=""review-content__text"">
                What  happened to  Rebtel? I used to get more time from my deal to call Nigeria but now it seems indirectly the bill more minutes  than the actual call. They found  away squeeze more and more money out  of  users. It's been  nice.
            </p>"
2 stars: Poor,"<p class=""review-content__text"">
                $15 used to get me 600 minutes USA to NIGERIA,  now they only giving 160 minutes for the same $15. Count me out, I am done with Rebtel!<br>What RIP oFF
            </p>"
1 star: Bad,"<p class=""review-content__text"">
                Rebtel is unethical, corrupt and grredy.<br>Rebtel has been charging my bank account automatically and withdrawing  $10 each time, for over $150.<br>There is no contact phone number to reach the customer service to make a complaint. After sending email explaining the situation I get a reply that the balance on my card has a total credit of $3.79, so she will return back the the $3.79 back into my bank account. <br><br>Rebtel includes unethical business practices.
            </p>"
2 stars: Poor,"<p class=""review-content__text"">
                This use to be a good company but as off late,I've noticed that my 10$ credit wasn't much anymore . Am loosing money every time I use this service. Am looking for other options.
            </p>"
1 star: Bad,"<p class=""review-content__text"">
                I mistakenly opt world credit plan instead India unlimited plan. They cut huge money every India call. Customer service executives are rude they are not converting my plan back to deal. Very much frustrated on their service. Advise to keep AWAY from Rebtel.
            </p>"
1 star: Bad,"<p class=""review-content__text"">
                Hello. I have tested the app and called ""free"" wi-fi for my wife Rebtel app when we were both in Bosnia. When I came to Denmark, it appeared that the wifi opkold of Rebtel costs me 13.10 kr 19 seconds. The only thing I ka see ""Rebtel Local Call"" 19 pp. 13,01 kr. IT IS CHEATING<br><br>På Dansk-<br>Hej. Jeg har testet App og ringet ""gratis"" wi-fi til min kones Rebtel app da vi var begge i Bosnien. Da jeg kom til Denmark viste det sig at wifi opkold over Rebtel koster mig 13,10 kr for 19 sekunder. Det eneste jeg ka se ""Rebtel Local Call"" 19 s. 13,01 kr. DET ER SNYD
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                especially with Cuba where the connectivity is not optimum/ Thank you
            </p>"
2 stars: Poor,"<p class=""review-content__text"">
                I've used Rebtel to phone my family in South Africa for many years now. It's always been ultra cheap, reliable and easy to use. This year however the line continually drops out although we share a strong signal. Now, every few minutes a voice will inexplicably cut in with useless offers of free calls to friends and I have to phone through again. If I phone not using Rebtel yes it's extremely expensive but at least I get a complete call experience and not phone roulette. Come on Rebtel! Coincidently it's gone downhill when you changed your logo and aptly put a woman screaming in frustration on your Facebook cover page!? (Lol)
            </p>"
4 stars: Great,"<p class=""review-content__text"">
                I find Rebtel to be easy to use and it has a clear connection.  One drawback is difficulty in paying for credit.  There was a promotion advertised and shown on the website but it wouldn't allow me to take advantage of it.  I had to go ahead and add credit using the normal method and wasn't able to take advantage of the promotion.
            </p>"
3 stars: Average,"<p class=""review-content__text"">
                I've been using Rebtel since 2014. At first, the service prices and a call quality made a good impression on me. I could make calls out of the country without problems. However, when I needed an access to WiFi, it got disconnected. I tried to email the customer support, but there was no response.
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                Easy to use, great App, convinient-very user friendly, great deals, great quality
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                Very very good
            </p>"
4 stars: Great,"<p class=""review-content__text"">
                Overall service is pretty good, but sometimes the call to Italy gets disconnected
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                I love Rebtel because it is the cheapest and make me connect with my people with no fear.
            </p>"
3 stars: Average,"<p class=""review-content__text"">
                Good Service but would like to see the call quality improve and reduce call drops.
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                Keep up the good work calling is easy
            </p>"
3 stars: Average,"<p class=""review-content__text"">
                I used rebtal out of the country. I used the wifi choice and it works great, however some time it did not work at all. I tried to email the company, but there were no response.
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                Crystal clear at a low cost
            </p>"
3 stars: Average,"<p class=""review-content__text"">
                Rebtel is good app but sometimes it's very hard to connect because charging me on time from my credit card but always says pls add more credit everything I make call..😔😔
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                Very good app for calling international. Only thing is there is restriction of calling to only 30 different numbers per month. This limitation of 30 numbers should be removed.
            </p>"
2 stars: Poor,"<p class=""review-content__text"">
                Some times I call overseas and norespond but already three minutes go on. and some time when you speak they hear you but you can't hear to them I only use it because I don't have time to buy phone card otherwise it's more chiper and clear. Second thing is I don't like to top up automatically I off it in setting but still its on by it self I just want to top up when I need it.<br>Thanks <br>Regards
            </p>"
3 stars: Average,"<p class=""review-content__text"">
                Bring back SMS
            </p>"
3 stars: Average,"<p class=""review-content__text"">
                Sometimes its very clear which is great.but other times its very frustrating. The oter person is talking away and im onli getting every second word.so we are talking on top of each other.at the same time.but when its a gud day its very clear.otherwise very frustrating i have to hang up.
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                I am using Rebtel service more than a year.<br>Its working great.<br><br>Call quality is good.<br><br>I am really happy with it.
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                Best app to call to Cuba
            </p>"
1 star: Bad,"<p class=""review-content__text"">
                Hi i have purchased canada unlimited app about a week ago then i didnot get any free mintue and today i try again to purchased now i got free mintues but u charged twice so pls refund me just now .<br>Thanks
            </p>"
1 star: Bad,"<p class=""review-content__text"">
                I was using the trial period of Rebtel for 7days. After that I have been charged for India calling, I cancelled the service as dint like it and was not satisfied. I have been trying to reach the Rebtel customer service till date. They do not respond to my mails and do not bother to refund my money back, I have stopped using the service ever since I was charged. Kindly look into it and refund back the amount that has been charged on my number. Thanks!! Awaiting for a quick reply
            </p>"
4 stars: Great,"<p class=""review-content__text"">
                Name : Danson Mwangi<br>Telephone Number : +447508395600<br><br>On 01.08.2016, I purchased £8.40 and another £8.40 on the same day. The money left my account. Money was paid to Rebtel. Unfortunately no calling credit was sent to my Rebtell account.<br><br>All my emails to Rebtel have all been ignored.<br><br>I am obviously disappointed .<br><br>Can somebody sort out this issue ?
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                Was using Calling cards previously and needed something more cheaper for unlimited calling and found Rebtel.<br>Excellent price &amp; good service.<br>The app also works pretty good on my android mobile.<br>The call quality is excellent and haven't noticed any dropped calls.<br>Call also connects immediately.
            </p>"
2 stars: Poor,"<p class=""review-content__text"">
                Account gets restricted and no customer care phone number to call and have this fixed. Do not get quick responses to emails.
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                I am enjoying with this app, unlimited calling option to India.
            </p>"
4 stars: Great,"<p class=""review-content__text"">
                Rebtel is a reliable app, very good quality
            </p>"
3 stars: Average,"<p class=""review-content__text"">
                It is fair choice for every one to make cheap calls but it need to improve on certain features like call dropping in the middle of the conversation
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                I am very much happy with Rebtel and it has been almost an year of using it without any regrets. I started using with unlimited calls plan to India then with the limited number of calls also. One good thing about Rebtel is call quality and accurate billing. I have used so many other applications where the call drop is more and quality is not good. One more good thing is after changing the new logo it truly deserves the caption of Hijacking the calls.<br>Thanks Rebtel.
            </p>"
3 stars: Average,"<p class=""review-content__text"">
                The chat operators only know how to solve standard problems . Any thinnoutnkd the ordinary you are screwed.
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                Recommend to friends
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                I love rebel service. I've been using it for over 4 years now. The rate is reasonable, and you can't go wrong with it.
            </p>"
1 star: Bad,"<p class=""review-content__text"">
                Recently they move to Apple Pay or some soft of payment throw Apple. Because Apple applies some fees you could pay so much fees that is not worth it at all to use the application.<br><br>I tried to contact you but you didn't listen. Who ever did this, I think was one of the worse movement ever. You are just making Apple richest with those fees applied and this is not Apple faults because they don't for you to use them.
            </p>"
4 stars: Great,"<p class=""review-content__text"">
                I enjoy using Rebel.  It provides grate call rates and a very clear line.<br>I would definitely recommend it to others.
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                Perfect app for international calls. Quality at its best. Thanks Rebtel.
            </p>"
1 star: Bad,"<p class=""review-content__text"">
                I used rebtel for yrs only to get an issue where I get charged for international calls and also being charged by rebtel when the app appears to intercept my calls.I have email tra\ils from this cowboy of company saying they wont refund my money. Despite showing them my phone bill and provided them with all the info they required.<br>This company can also note from the charges made to my rebtel account that they charged me at the same time as my phone service provider charged me for the call. meaning I paid twice for the same call.<br><br>They want to repeat several tests using me as a guinea pig without refunding £130 of charges to my phone bill.<br><br>I would strongly advise people not to use this cowboy of a company.<br><br>I have emails to prove this and i will be forwarding this to the ombudsman.
            </p>"
1 star: Bad,"<p class=""review-content__text"">
                Worst App Ever. Not working at all. the free minute worked and once I recharged it stopped working. Event their customer service does not respond ever.<br><br><br>I paid and now want my money back. But I am not sure I can do that.
            </p>"
4 stars: Great,"<p class=""review-content__text"">
                Previously i was using skype features wise both are almost same.<br>but in peak hours Rebtel voice quality is very poor when compared to skype, so because of this reason i also bought skype minutes.<br><br>you guys really need to look into it.<br><br>Thank you.
            </p>"
3 stars: Average,"<p class=""review-content__text"">
                Cheap and best
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                It's best app
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                It's wise to use rebtel.
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                I am to be honest with you guys I am very happy with your Rebtel service. But One thing I wanna let you know that you have to provide your any number or email to contact with you for any problem or question because from last month I have to ask you any question but I couldn't get your any number or email so please if you can provide so it will be very beneficially to yours customers.<br><br>Thanks
            </p>"
3 stars: Average,"<p class=""review-content__text"">
                Good app for service
            </p>"
4 stars: Great,"<p class=""review-content__text"">
                Good to use this application
            </p>"
3 stars: Average,"<p class=""review-content__text"">
                Need the text option back. Been thinking of moving as this option id needed at times. Despite other good things sbout rebtel this is equally important
            </p>"
3 stars: Average,"<p class=""review-content__text"">
                Good but should allow the 2 connections to talk at a time<br><br>Sometimes the call is connected but cannot hear properly
            </p>"
4 stars: Great,"<p class=""review-content__text"">
                If you can sign up or recharge during their promotions its very cheap, but sometimes calling won't be that great!
            </p>"
1 star: Bad,"<p class=""review-content__text"">
                Few months back I was charged multiple times and I contacted the support 4 or 5 times and I never got my money back. Support is very bad.
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                Excelent service..
            </p>"
1 star: Bad,"<p class=""review-content__text"">
                i am very disappointed with the technical problem of this website. i used to have this app year ago. i made phone calls to india year ago and than stop using the app. recently when i reinstalled the app again it showed that i made those phone calls recently with completely diffrent time and dates. this has caused a real trouble in my family life. i am sure i have not made any phone calls.  it also show on my phone activity log that i have added credit twice on the app when i have not purchased any credit from the website. could you please confirm that was there a technical issues with the app recentley and is it possible that the app can refresh itself and could it be possible that the time and the date on the call history could be wrong. i have made enquiry with apple about the credit money which they have refunded to me but my questions is is it possible that the date and time could be wrong on the call history ? please get back to me as this is a real issues in my family life right now. i can also provide the times and date of the call history or screenshots as well.
            </p>"
1 star: Bad,"<p class=""review-content__text"">
                The options in the app about pricing are not clear which i believe are intentional to auto deduct money from users account.<br>Voice quality is pathetic. <br><br>I will not recommend this app to anyone.
            </p>"
1 star: Bad,"<p class=""review-content__text"">
                I WAS EXCITED WHEN I CAME ACROSS THIS REBTEL THAT REVOLUTIONIZE THE CALLING ANYWHERE PARTS OF THE WORLD.  SO I GIVE IT A TRY BUT I END UP SO FRUSTRATING THAT I ALMOST THROW MY PHONE AWAY - YEAH THAT BAD!<br><br>I DIAL THE INTERNATIONAL NUMBER AND IT WILL CONNECT ME TO A LOCAL NUMBER HERE IN BAY AREA (SAN FRANCISCO) THEN IT WOULD ASKED ME AGAIN TO DIAL THE NUMBER THAT I WAS TRYING TO CALL GUESS WHAT? I WOULD JUST RING FOREVER AND EVER - AMEN!
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                Excellent voice quality and no call drops
            </p>"
2 stars: Poor,"<p class=""review-content__text"">
                When I call India, regardless of the number is OFF, not reachable, network error, REBTEL simple gives me that bell is ringing. This is bad.
            </p>"
1 star: Bad,"<p class=""review-content__text"">
                I have downloaded Rebtel 4.1 from play store and recharged with 10$ for unlimited calls.I have been not able to any calls from my phone using app and getting problem.I have contacted customer support .They haven't solve the issue and their have been saying network issue.Actually,I don't have any network issue in my mobile .But still saying network.<br><br>I ask them to solve the issue or refund back my money.I haven't use single second/minute in Rebtel. After that There is no response from REBTEL CUSTOMER SUPPORT.I fed up with app and support team.<br><br>Guys,Please take care of your money and time.<br><br>I am from Kuala Lumpur and my number is +60166***263
            </p>"
4 stars: Great,"<p class=""review-content__text"">
                Overall connection and quality of calls is better than most services that I have used. The prices on the most popular call destinations should be less expensive. And free Rebtel to Rebtel calls should be extended to most? If not all countries. I know...I'm dreaming, but I was supposed to be honest with my opinion :)
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                So far itt has been very  good.
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                Hey I wanna be honest, this app. Rebtel, with the icon R, upside down is awesome. I am making phone calls to Family in Africa twice to 4 times a week. I feel like I am right there at home with them!
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                It is nice experience after having Rebtel.<br>Only shortcoming is somebody should be available to talk ( with some contact number ) to the customers rather than only website. <br>Website too doesnt contain any contact numbers.<br>This is my humble suggestion awaiting implementation.<br>Regards,<br>Lavanya Rani
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                Great quality of the service. ...
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                It's an excellent service &amp; I am so happy to use Rebtel. I would like to introduce all my known people and friends.
            </p>"
1 star: Bad,"<p class=""review-content__text"">
                Even if I have a subscription, it always ask me to recharge again! Ans most of the times there is a busy tone even when the other person is not even using the phone! Come on Rebtel, try to fix the issue! If not please let the customers know you can't do it! This is ridiculous!
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                I'm using one of the best service in 10 years great job.
            </p>"
1 star: Bad,"<p class=""review-content__text"">
                This company absolutely has no value for you as a customer. It is evident from the fact that they don't even have a customer care number. I have been using their service from few months. I recently found out that they have started charging me twice from last couple of months. Last month, I reached out to them asking why i was charged twice and they said, sorry, it was their system error and they cant refund, instead i can use their service for the amount they charged me. Which means I only wanted 30 days of service and they forced me 60 days service by charging twice. They also said, this won't repeat. I removed my credit card details and added a new credit card so that, they wont use my old credit card to charge twice again. Just found they have again charged me twice on the new credit card. I really don't know what to do with these guys . I mean they is a limit to which you can be so careless about customer service. It when a company starts acting like thugs extracting money without permission, you start thinking such companies dont have a right to exist.<br>Response to your reply: I do not use facebook. Here is my ticket number #960798. I don't think you care. From the past three days, I am receiving the same response from you. which is "" the payment was made, sorry we can't refund but if you choose to use the service you are charged for you can"". I am planing to ask my bank to mark you as fraud because if I did't do it, you will charge me again next month twice without my permission and if that happens next month, I am filing a complaint with US Bureau  of Consumer Protection
            </p>"
1 star: Bad,"<p class=""review-content__text"">
                Avoid unless you enjoy being scammed!!!<br>Would give zero stars if it was an option. Ordered $10 credit for 1000 minutes. First day I called and used 20 minutes it went to 980 mins. Second day I called the same number and for 20 minutes went from 980 to 718 minutes. Unless they changed the rate from 1c to 7c overnight there is no explanation. And just checked: It still @ 1c and use within one year for new customers. Once you sign and become a customer for one day the gimmicks begin.
            </p>"
3 stars: Average,"<p class=""review-content__text"">
                Your App is not optimized fully. I'm facing lot's of basic issues with your APP.. Even when I make a call while playing song, the app does't pause the song but my call is connected. <br><br>You guys are limited the number of Phone number's to call per month, why? I have subscribed unlimited plan, but every month my called phone number's reached certain figure, they won't allow me to make a call to new numbers, why? you should not restrict me to call certain numbers only, if u do so, then don't call it is unlimited plan.. then what is the meaning of unlimited plan?<br><br>Always i'm hearing ringing even the receiver end phone switched off or not reachable or busy and there is no feedback about that. pls improve that..
            </p>"
4 stars: Great,"<p class=""review-content__text"">
                Connection clarity is good .<br>If you allow SMS facilities will be great . also to give a better rate to countries disadvantaged like Africa . other than this I am satisfied my current use.
            </p>"
2 stars: Poor,"<p class=""review-content__text"">
                There is a problem with the service. You hear the recording of your conversation while you talking.
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                Rebtel's service is easy to use and recharge the account.
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                Great support from the team
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                Excellent. Thank You very much
            </p>"
3 stars: Average,"<p class=""review-content__text"">
                it doesn't inform me about the number which I want to call is on or off..Though the number is off but its still ringing &amp; thts really weird. Please fix this..
            </p>"
1 star: Bad,"<p class=""review-content__text"">
                They have given advertisement on the web to call india 10$ for One month and 7 days. Opened the account on 3rd July and fed my credit card details on my Rebtel account then they gave a link to download their APPS but the beauty is that Link did not work and tried for two weeks to download their apps meanwhile they have taken 10USD from my account even though you were not using their services and No customer service number also but when i chatting thru Customer support, did not get proper solution after downloaded their application in two weeks, just used their service only two days, On next day when i am calling to India, says no enough credit to call India, approached customer support  why i could not make call? do you know what they said<br>	<br>Cathy<br>Do you have a credit on  your local phone plan?<br><br>I have taken a look at your account and I see no apparent reason why you are unable to call.<br>The first thing we kindly ask you is to make sure that you have enough credit on your phone (not on the Rebtel account); Since you have to pay for the local call to our numbers with your local minutes while the international cost of the call is deducted from your prepaid Rebtel credit.<br><br>Why i should pay my local numbers, then i realised, i am completely cheated by them
            </p>"
1 star: Bad,"<p class=""review-content__text"">
                Sent an email regarding my subscription 2 weeks ago and haven't received any reply from them. There is no phone number to contact them.
            </p>"
4 stars: Great,"<p class=""review-content__text"">
                Good service,but your receptive clarity could be improved
            </p>"
3 stars: Average,"<p class=""review-content__text"">
                Prix très élevé
            </p>"
4 stars: Great,"<p class=""review-content__text"">
                i would recommend to all
            </p>"
5 stars: Excellent,"<p class=""review-content__text"">
                I currently receives quality and excellent services. Please keep it up.
            </p>"
